sentence,true_label,predicted
Os invito a hacer turismo en España.,spa,spa
Mary says she doesn't know when Tom is planning to do that.,eng,spa
Odio viajar en metro.,spa,spa
We had to sell the building because for years we had operated it at a loss.,eng,spa
Debes tener más cuidado al manejar un coche.,spa,spa
Tom said that he's never eaten Thai food.,eng,spa
I told you to stay back.,eng,spa
Tom has told Mary everything.,eng,spa
Tengo mucha suerte.,spa,spa
I didn't know that Tom and Mary were dating each other until John told me.,eng,spa
I thought he was coming.,eng,spa
Me estoy cansando de tus quejas.,spa,spa
"Tom isn't happy about the situation, is he?",eng,eng
I can't find the broom.,eng,spa
Él siempre se ríe.,spa,spa
I'll arrange that for you.,eng,spa
I've had a high fever for three days.,eng,spa
Tom made a day trip.,eng,spa
Tom picked up his toys.,eng,spa
Él decidió darle de comer a su perro el conejo al que le había disparado antes aquel día.,spa,spa
Tom received the award in 2013.,eng,spa
Consider it a friendly warning.,eng,spa
¿Tú sabes por qué razón está ella tan enfadada?,spa,eng
Acabo de huir de prisión.,spa,spa
Tom was wearing dark brown shoes.,eng,spa
This coat doesn't have pockets.,eng,spa
I think we shouldn't let Tom go to Australia by himself.,eng,spa
He knows who killed his dog.,eng,spa
Estoy un poco corto de efectivo por el momento.,spa,spa
I urged him to get away and cool down.,eng,spa
¿Quién ha escrito esta carta?,spa,eng
Tom doesn't think he can finish the job alone.,eng,spa
I'm never going to be able to do this.,eng,spa
Está vibrando.,spa,spa
Se metió en problemas por mí.,spa,spa
"The King and Queen were overjoyed when they saw their children, and they all lived happily together in the beautiful palace.",eng,spa
Tom didn't think anyone would want to do that.,eng,spa
She helped Tom.,eng,spa
Tom is in the kitchen making tea.,eng,spa
Tom was involved in a street brawl.,eng,spa
Me gustaría ver a mi hijo.,spa,spa
Why tell Tom anything?,eng,eng
Algunos de estos trabajadores no tienen nada de experiencia.,spa,spa
Salgo esta tarde.,spa,spa
I didn't know Tom was a vet.,eng,spa
They got their teeth whitened.,eng,spa
It seems like he had never met his father before.,eng,spa
We need to make sure Tom and Mary have everything they need.,eng,spa
El gobierno de Estados Unidos acabó con el mayor terrorista.,spa,spa
"I don't have a chain saw, but I know someone who does.",eng,spa
"Si el niño necesita comer, cocinale algo saludable.",spa,spa
"According to traditional Chinese medicine, meridians are a path through which a person's life-energy, or qi, flows.",eng,spa
No te perdiste a la reunión.,spa,spa
La pronunciación del esperanto es fácil.,spa,spa
Tom may be in danger.,eng,spa
Do you study English every day?,eng,spa
Tom came over for dinner yesterday evening.,eng,spa
There's not a whole lot happening here at the moment.,eng,spa
"Primero, debes protegerte a ti mismo.",spa,spa
El cerebro controla nuestras actividades.,spa,spa
Los abogados de la primera instancia no pudieron hacerse paso a través de la táctica del bloqueo de los capos de la mafia.,spa,spa
It just wouldn't be right.,eng,spa
Tom said that he thought that Mary was having a good time in Australia.,eng,spa
Did Tom and Mary say how they were able to do that?,eng,eng
Tom asked Mary what she'd do.,eng,spa
Jesús.,spa,spa
Do not be so vengeful!,eng,spa
"Por favor, cante esta canción una vez más.",spa,spa
Tom said he knew that was what Mary thought she should do.,eng,spa
I feel so lonely when you're not here.,eng,spa
We spent hours looking for it.,eng,spa
You shouldn't drink the tap water here.,eng,spa
El chacal aúlla.,spa,spa
My legs are hurting.,eng,spa
Who invited you to the party?,eng,spa
Hay contradicciones.,spa,spa
Tom was afraid to even try to do that.,eng,spa
"Él quería venir conmigo a verte, pero en fin cambió de opinión.",spa,spa
¿Por qué no estuviste en la iglesia hoy?,spa,spa
Me pregunto cuántos caballos murieron en la Guerra Civil.,spa,spa
Esta canción es muy popular entre la gente joven.,spa,spa
Tom no es bueno contando chistes.,spa,spa
Encontré un apartamento.,spa,spa
No cree que esté fingiendo.,spa,spa
I've been expecting good news from them.,eng,spa
Su conversación giró en torno a su viaje.,spa,spa
No encuentro mis lentes. Puede que los haya dejado en el tren.,spa,spa
¿Por qué ellos no hacen algo?,spa,eng
Partiremos mañana si está todo bien.,spa,spa
I didn't know that you would do that with Tom.,eng,spa
Tom isn't progressing.,eng,spa
Tom has a warped sense of humor.,eng,spa
Are you still staying at this hotel?,eng,eng
Have you played Minecraft?,eng,eng
Eh... ¿Cómo está marchando eso?,spa,eng
"As a result of the storm, he didn't arrive.",eng,spa
¿Debería cancelar la llamada?,spa,eng
Today I've seen tens of gloomy angry faces glancing at me.,eng,spa
She stuck out her tongue.,eng,spa
Hay que salvar a tu alma.,spa,spa
Who taught Tom how to dance?,eng,eng
Tu madre me va a matar.,spa,spa
Mi vida no tiene sentido sin él.,spa,spa
Los perros son fieles.,spa,spa
Tengo éxito en lo que sea que haga.,spa,spa
¡No traduzcas las frases de cualquier modo! ¡Hay que usar la puntuación y todo lo demás!,spa,spa
A group of skinheads beat Tom to death.,eng,spa
Tom wouldn't pay his bills.,eng,spa
Mi padre vive en el campo.,spa,spa
Tom is here for the weekend.,eng,spa
"Ella sabe hablar francés, pero no sabe decir nada en inglés.",spa,spa
I barely knew him.,eng,spa
Where did she sleep last night?,eng,eng
He leído todos los comentarios.,spa,spa
Sami said he wanted to write a book about Layla.,eng,spa
I thought that you said you were interested in doing that.,eng,spa
What is her job?,eng,eng
Estaré esperando.,spa,spa
"Me decepcionas, Tom.",spa,spa
El árbitro lo expulsó del partido.,spa,spa
Can you show me your record collection?,eng,eng
You don't even know who your father is.,eng,spa
Trabaja para vivir.,spa,spa
¿Cuánto cuesta el bus?,spa,eng
Tom wondered when the meeting would start.,eng,spa
Yo tenía hambre y estaba enfadado.,spa,spa
¿Podrías acompañarme para un paseo?,spa,eng
Why doesn't he look at me anymore?,eng,eng
Me alegro de tener esta oportunidad para hablar con usted.,spa,spa
¿No te gusta la cocina china?,spa,eng
Lo abandonó.,spa,spa
She knows who he is.,eng,spa
It was an awkward moment.,eng,spa
Hay que juzgar un hombre tanto por sus enemigos como por sus amigos.,spa,spa
"Estaba íntegro el dinero, nadie lo tocó.",spa,spa
I'm a little upset.,eng,spa
Tom might not know where Mary went to school.,eng,spa
Tom found what he was looking for under the table.,eng,spa
Is there anyone else around?,eng,spa
Él es así.,spa,spa
"El ""Groschen"" fue una unidad monetaria alemana.",spa,spa
I'm teaching them to swim.,eng,spa
I spoke so loudly as to be heard by everyone.,eng,spa
The children caught butterflies.,eng,spa
"Esta sala es mi dormitorio, y la otra es mi oficina.",spa,spa
Ella era querida por todos en la villa.,spa,spa
¿Acaso piensas seriamente en perseguir una carrera como conductor de autos de carrera?,spa,eng
"En EEUU, la libertad de culto es una de las garantías de la Carta de Derechos.",spa,spa
Tom and Mary adopted a girl from China.,eng,spa
Mary says she doesn't want to work outside.,eng,spa
Tom got out of the shower and put his clothes back on.,eng,spa
This one is clean.,eng,spa
Yo soy Alicia. Él es mi amigo Pedro.,spa,spa
Her father did nothing but weep at her wedding.,eng,spa
Nadie se está riendo.,spa,spa
Mary used a flat iron to straighten her hair.,eng,spa
I will add a couple of explanations.,eng,spa
Necesitamos lavar el auto.,spa,spa
La pila bautismal contiene agua bendecida.,spa,spa
Must I hurry?,eng,spa
Tom's room needs to be cleaned.,eng,spa
Donde tú digas.,spa,spa
No sé qué quieres y no me importa.,spa,spa
No estoy segura de que pueda ayudarte.,spa,spa
"Si el tema de la fonética muestra un abismo entre el latín y sus supuestas hijas, la morfología y la sintaxis tampoco son las mismas que las de la supuesta lengua madre.",spa,spa
"Si pudiese volver en el tiempo, haría exactamente lo mismo.",spa,spa
Parece muy divertido.,spa,spa
Tom didn't seem surprised when I told him he had to do that.,eng,spa
¿Cuándo irás a llegar a la casa?,spa,eng
We'll spread the word.,eng,spa
I am suspicious of him.,eng,spa
Sami needs to check the order.,eng,spa
Yo hago lo que me dicen.,spa,spa
I want to write this down.,eng,spa
"However, he did not cease from continuing his way; a young prince in search of glory is ever valiant.",eng,spa
"I think something's wrong with my eyes, because I can't take them off you.",eng,spa
No me puedo creer que tus padres te dejen venir aquí sola.,spa,spa
"Al oírlo, até cabos sueltos.",spa,spa
Vi al padre de Tom.,spa,spa
La moneda de oro valía mucho más de lo que se pensaba.,spa,spa
I didn't see anyone else waiting in front of the station.,eng,spa
Tomás le agradeció a Dios.,spa,spa
No tenemos miedo de ser mediocres.,spa,spa
How often do you talk with your parents?,eng,eng
Comprendí que pudieras sentirte derrotada.,spa,spa
It may be more difficult to do than you think it'll be.,eng,spa
Tom wasn't surprised nobody else was there.,eng,spa
Tom mató a la rata con un palo.,spa,spa
Can anyone else do that?,eng,eng
What do you want to do about supper?,eng,spa
Tom is clearly a paranoid schizophrenic.,eng,spa
I sat together at the counter.,eng,spa
¡Es una orden!,spa,spa
Tom and Mary said they knew they might not need to do that anymore.,eng,spa
Tom tends to be a bit grumpy.,eng,spa
Espero que te recuperes pronto.,spa,spa
Hay señales para camiones.,spa,spa
You didn't feel dizzy.,eng,spa
No me fío de los políticos.,spa,spa
Ella fue realmente una patita fea cuando era joven.,spa,spa
Él saltó al tren.,spa,spa
They're reading in their bedrooms.,eng,spa
They said that they've seen people do that.,eng,spa
Tom told Mary that he thought John wasn't unconscious.,eng,spa
I didn't think that Tom would win.,eng,spa
I thought that there was a good chance that Tom wouldn't want to go with us.,eng,spa
No creo que te hayas encontrado con él.,spa,spa
See you tonight!,eng,spa
She's a natural.,eng,spa
I know that Tom knows that I'm planning to do that.,eng,spa
We were on a break.,eng,spa
No es normal que haga tan poco frío.,spa,spa
"Last night I was too tired to cook a proper meal, so I just ate instant noodles.",eng,spa
We were lucky again.,eng,spa
Ese niño es puro hueso.,spa,spa
I wasn't able to do anything because it was raining.,eng,spa
"Las tres cosas más difíciles de esta vida son: guardar un secreto, perdonar un agravio y aprovechar el tiempo.",spa,spa
Let's meet him at the station.,eng,spa
Deberíais tener más cuidado.,spa,spa
"Le tengo algunas preguntas, pero no quiero molestarle ahora.",spa,spa
Why didn't Tom say anything?,eng,eng
Please call in a doctor.,eng,spa
No place like home.,eng,spa
Te dan nada por nada.,spa,spa
Tenemos temas importantes sobre los que hablar.,spa,spa
Sois más altas que yo.,spa,spa
Tom has a valid point.,eng,spa
Sami muttered something that I couldn't hear.,eng,spa
"Pese a ser rica, no es nada feliz.",spa,spa
I don't care if we do that or not.,eng,spa
Hay canciones que nos brindan momentos de reflexión.,spa,spa
Ella no es tan joven como parece.,spa,spa
Sami has just had a narrow escape from a delisional stalker.,eng,spa
"Una palabra más, y estás muerto.",spa,spa
We put everything together.,eng,spa
I want you to make a decision.,eng,spa
¿Ha cambiado algo?,spa,eng
Tomás todavía hace vida de soltero.,spa,spa
I hope I'm not boring you.,eng,spa
I thought you didn't want to talk about this.,eng,spa
Los paracaidistas flotaban lentamente hacia abajo.,spa,spa
Did I forget to mention that?,eng,eng
Desapareció sin rastro.,spa,spa
I dropped out of high school when I was sixteen.,eng,spa
Both of them did that.,eng,spa
Habló de su familia.,spa,spa
Podría llover antes de la noche.,spa,spa
La criada limpiará la habitación de invitados.,spa,spa
Le expliqué a él ese asunto.,spa,spa
¿Qué vas a decir?,spa,eng
You're going to be OK. Don't worry.,eng,spa
Él tradujo palabra por palabra.,spa,spa
She says she'll never go again.,eng,spa
Tom no está en su recámara.,spa,spa
Me gustaría compartir mi secreto contigo.,spa,spa
"In fact, this program is pretty interesting.",eng,spa
I thought I heard the doorbell.,eng,spa
Puedo ir.,spa,spa
Don't scream.,eng,spa
Mifune has named his dog Maggy May.,eng,spa
"Primero que todo, debes buscarlo en el diccionario.",spa,spa
Trataré de cumplir tus deseos.,spa,spa
The boy has been kidnapped.,eng,spa
Laburo para vos.,spa,spa
Ojalá hubiera aprendido esto en el colegio.,spa,spa
I just waxed the floor.,eng,spa
Sami is an anxious traveler.,eng,spa
I wonder whether Tom is drunk or not.,eng,spa
Sami threw away everything else that Layla had given him.,eng,spa
Nuestros empleados no aceptan propina.,spa,spa
Tom wasn't born in Australia.,eng,spa
Are you actually serious?,eng,eng
Russia is a huge country.,eng,spa
"La monarquía francesa parecía invencible; no obstante, fue derribada.",spa,spa
Tom isn't someone we should trust.,eng,spa
I'm really happy.,eng,spa
Tom visited Mary in Australia.,eng,spa
Es una pena que Tomás no pueda venir.,spa,spa
I don't think that I was disobedient.,eng,spa
El problema decía si ocurriría reflexión total de la luz.,spa,spa
"Murder, rape, and torture are atrocities associated with times of war.",eng,spa
I went to the supermarket.,eng,spa
Esto son peanas.,spa,spa
Me costó diez mil yenes para reparar mi televisión.,spa,spa
Fadil took Dania's money.,eng,spa
La muerte es la posibilidad de la absoluta imposibilidad de Dasein.,spa,spa
Estamos corriendo al mismo tiempo.,spa,spa
Tom has become a teacher.,eng,spa
Tom needed hope.,eng,spa
I should have never trusted Tom.,eng,spa
Tienes un buen gusto musical.,spa,spa
Él perdió su trabajo.,spa,spa
Don't go anywhere without me.,eng,spa
Tom glanced away from her.,eng,spa
Me voy a tumbar por un minuto.,spa,spa
Mary showed me a picture of her boyfriend.,eng,spa
I was struck by lightning while golfing.,eng,spa
Descansaremos más adelante.,spa,spa
Tom helped Mary off with her jacket.,eng,spa
¿Dónde estabas en 2013?,spa,eng
Was Tom taller than you thought?,eng,eng
Bill abunda en ideas originales.,spa,spa
Tomás quiere entender el sentido de la vida.,spa,spa
Él debe ser severamente castigado.,spa,spa
A Tom se le dan realmente bien las matemáticas.,spa,spa
The temperature fell to five degrees below zero.,eng,spa
Ese no es el resultado que ella esperaba.,spa,spa
You seem to hate women.,eng,spa
Tom said he wished he hadn't told Mary to show John how to do that.,eng,spa
Mary wanted me to help her today.,eng,spa
No puedo encontrar mis anteojos.,spa,spa
Suspenders make my personality.,eng,spa
Él hizo lo que había prometido.,spa,spa
Sami's sink was yellow.,eng,spa
Tom was the one who told Mary where John lived.,eng,spa
Deberías ir a la barbería.,spa,spa
"La filantropía es loable, pero no debe hacer que el filántropo pase por alto las circunstancias de la injusticia económica que hacen que la filantropía sea necesaria.",spa,spa
Where did he learn how to sing the blues?,eng,eng
El Mississippi es un río profundo y largo.,spa,spa
I stood waiting for a bus.,eng,spa
La sub 19 dejó un buen sabor de boca tras ganar 3-0 a Rumanía.,spa,spa
Quiero que me trates algo mejor de ahora en adelante.,spa,spa
Tom didn't want to be in the same room as Mary.,eng,spa
La autoestima es la piedra angular de todas las virtudes.,spa,spa
Do Tom and Mary think that's what we want?,eng,eng
He became dispirited.,eng,spa
She tried to hide her anxiety.,eng,spa
"There will be live music at the picnic. ""What kind of music?""",eng,spa
Esta es la casa donde yo nací.,spa,spa
Ellos concluyeron que él mentía.,spa,spa
Ella se vistió para la fiesta.,spa,spa
There's nothing to eat.,eng,spa
Maintaining friendships can be challenging.,eng,spa
Tom ha estado ocupado toda la mañana.,spa,spa
I took good care that I did not fall.,eng,spa
Casi todos los pasajeros del autobús estaban dormidos cuando tuvo lugar el accidente.,spa,spa
El listón no le va al vestido.,spa,spa
Esta manzana sabe amarga.,spa,spa
"Tom is being very cynical, isn't he?",eng,eng
Nobody knows what the future holds?,eng,eng
Tom was anxious to do that.,eng,spa
It is unlikely that it'll rain tomorrow.,eng,spa
"Sami seemed very, very sincere.",eng,spa
"In Japanese folklore, bakeneko are cats with magical powers.",eng,spa
¿Usted tiene hambre?,spa,eng
That would be a big help.,eng,spa
No repitas eso.,spa,spa
I'd be happy to talk about this later.,eng,spa
No juegues tu cuello por algo tan absurdo.,spa,spa
I thought that you might like to know.,eng,spa
The girls amused themselves playing games.,eng,spa
You have my full support.,eng,spa
Why don't you buy a violin for Tom?,eng,eng
He does think he's too good for us.,eng,spa
Regresa.,spa,spa
"The reduction in obstetricians and gynecologists is a reflection of the decrease in births, thus reducing need for medical care.",eng,spa
In Germany you're a minor if you're younger than 18 years old.,eng,spa
No pienso divorciarme hasta que no me des una buena razón.,spa,spa
I don't know where Tom and Mary have to go.,eng,spa
Él trabaja como guardia de seguridad en un almacén.,spa,spa
Uno de mis hermanos es profesor y los otros son abogados.,spa,spa
I thought it wiser to hold my tongue.,eng,spa
Tom and Mary wanted to be alone together.,eng,spa
You're on television.,eng,spa
Yo estoy orgulloso de nunca llegar tarde a la escuela.,spa,spa
Todos ellos eran unos mentirosos compulsivos.,spa,spa
Tom told his children that Santa Claus wasn't real.,eng,spa
I doubt very seriously Tom will be suspicious.,eng,spa
No ha parado de llover en tres días.,spa,spa
I sure wish I could speak French as well as Tom does.,eng,spa
At this moment I can't find the appropriate words.,eng,spa
The exit is on the right side of the direction of travel.,eng,spa
"Tom, where did you go in Australia?",eng,eng
She's rather clueless.,eng,spa
"El vidrio blindado garantiza la seguridad, pero todavía no es accesible para todos debido a su elevado precio.",spa,spa
What do you feel now?,eng,eng
No quería herir sus sentimientos.,spa,spa
Esta historia es muy increíble.,spa,spa
You're weird - I like you.,eng,spa
Usted parece entenderlos.,spa,spa
Do you like being with me?,eng,eng
Don't tell my mom.,eng,eng
Estudia mucho más que antes.,spa,spa
The concert was held over till the following week because of the singer's illness.,eng,spa
Solo tienes que saber.,spa,spa
She'll eat when she gets home.,eng,spa
"A pesar de sus esfuerzos, no consiguió triunfar.",spa,spa
Show the money.,eng,spa
¿Cuál es el significado de esta palabra?,spa,eng
It isn't very likely to rain tomorrow.,eng,spa
"No, no lo comprendo.",spa,spa
I suspect that Tom is upset.,eng,spa
Voy a pagar.,spa,spa
Mary stayed in her room all day.,eng,spa
"Nuestro departamento es pequeño, pero acogedor.",spa,spa
Tom doesn't need to know who did that.,eng,spa
Tom doesn't like watching dubbed movies.,eng,spa
I wasn't willing to do what Tom asked me to do.,eng,spa
Of course Tom didn't come.,eng,spa
¡Todo el mundo cerró sus trampas!,spa,spa
Ya nunca diré una mentira de ahora en adelante.,spa,spa
No soporto las discusiones a gritos que cada noche tienen mis vecinos cuarentones.,spa,spa
Mary says she doesn't know why Tom has to do that.,eng,spa
No te voy a besar si no quieres.,spa,spa
What do you advise?,eng,eng
¿Vas al cine esta noche?,spa,eng
He will present a book to his teacher.,eng,spa
"En el campo, todo el mundo suele criar pollos y conejos.",spa,spa
"Then, as the end of the enchantment was come, the Princess awoke, and looking on him with eyes more tender than could have been expected at first sight, said:— ""Is it you, my Prince? You have waited a long while.""",eng,spa
What was Tom's last name?,eng,eng
Sed puntuales.,spa,spa
¿Dónde se encuentra su clínica?,spa,eng
You look lovely.,eng,spa
I explained the rules of the game to them.,eng,spa
Tom went to Boston to meet someone.,eng,spa
I expected Tom to win.,eng,spa
Could we have a fork?,eng,eng
¿Hay una farmacia cerca?,spa,eng
Se puso lentes de sol para proteger sus ojos contra rayos ultravioletas.,spa,spa
Las ayudé.,spa,spa
You know what Tom and Mary want.,eng,spa
Tom sabe por qué Mary piensa ir a Boston.,spa,spa
Mostrame las manos.,spa,spa
Se lanzaron al agua.,spa,spa
I'm hoping to win.,eng,spa
Se alzó con el dinero.,spa,spa
Listen to your siblings.,eng,spa
All the furniture was covered with dust.,eng,spa
Están reformando la estación de servicio.,spa,spa
"Si tiene que dejar el primer empleo tras apenas seis meses de entrar a trabajar, no voy a decir que es estúpido, pero tampoco me parece inteligente.",spa,spa
Esta criatura me saca de las casillas.,spa,spa
Emili is pretty.,eng,spa
El señor Bush es presidente.,spa,spa
Es mejor que hagas lo que tu padre te dijo.,spa,spa
These aren't real.,eng,spa
Tom and Mary refused to tell me where they were born.,eng,spa
Every room in my house has two or more windows.,eng,spa
I think it's amazing.,eng,spa
We walked eight miles a day and then caught a taxi back to the hotel in the evening.,eng,spa
I felt light as a feather.,eng,spa
No creo que pudiera hacer eso.,spa,spa
He says he can't wait any longer.,eng,spa
The first snowplows were drawn by horses.,eng,spa
"Your Majesty, there is a fire in my house!",eng,spa
Caminó por la calle.,spa,spa
Estoy deseando recibir tu respuesta.,spa,spa
We almost didn't make it to the church on time.,eng,spa
Decir ese tipo de cosas no hace sino encrespar los ánimos.,spa,spa
There were indeed seven of us.,eng,spa
I like your books.,eng,spa
Tom took off his gardening gloves.,eng,spa
Estaba frío y oscuro en la habitación.,spa,spa
Tengo que ir a peonza si el coche no funciona.,spa,spa
Sami was in the loft area where he had his computer.,eng,spa
We should have celebrated together.,eng,spa
Tom se está paseando de un lado para otro.,spa,spa
Esta tisana está muy caliente.,spa,spa
"Aunque hablaba en francés, ellos no entendieron.",spa,spa
Tom no desea ir a Boston.,spa,spa
Tom te va a ayudar.,spa,spa
Don't be so stingy.,eng,spa
La salud es un requisito importante para el éxito.,spa,spa
¿Cuál piensas que es la mejor película que has visto este año?,spa,eng
The days are getting longer every day.,eng,spa
I'd be disappointed if Tom and Mary don't come to our party.,eng,spa
My guess is that Tom will do that today.,eng,spa
Él disimuló sus sentimientos.,spa,spa
"I think Tom is doing that, too.",eng,spa
¿Es él un maestro?,spa,eng
I told them my name was Tom.,eng,spa
La nieve cubrió completamente la ciudad.,spa,spa
I know Tom is afraid of Mary's dog.,eng,spa
¿Alguien puede traducirla?,spa,eng
Did you know that Tom wouldn't win?,eng,eng
"No pensamos, así que no existimos.",spa,spa
I know a lot of people who don't eat meat.,eng,spa
I knew Tom was a pretty good carpenter. That's why I asked him to help me.,eng,spa
He is young but clever.,eng,spa
Su voz fue ahogada por los gritos.,spa,spa
No puedo evitar admirar su valor.,spa,spa
Tom le mandó unas flores a Mary.,spa,spa
They tore pages out of their notebooks.,eng,spa
Translate all the lines of this text.,eng,spa
Some Japanese wives are content to leave their husbands alone.,eng,spa
She says she's exhausted.,eng,spa
¿Le gustan los caballos?,spa,eng
Do you really think Tom and Mary were impressed?,eng,spa
Ella se casó con él sólo porque sus padres la obligaron.,spa,spa
Tom levanta pesas.,spa,spa
El anciano murió de hambre.,spa,spa
Quien venga me verá.,spa,spa
Tom had drunk too much coffee so he couldn't sleep.,eng,spa
La multitud aclamó al nuevo rey.,spa,spa
Toda la fruta se estropeó.,spa,spa
She lost her only son in the traffic accident.,eng,spa
I'm too slow.,eng,spa
"According to a Spanish proverb you should never read the Bible, unless you want to become an atheist.",eng,spa
Mi hermano está viendo la tele.,spa,spa
Se puso el delantal para así evitar ensuciarse el jersey con manchas grasientas.,spa,spa
"One way or round trip? ""One way, please.""",eng,spa
I can't help laughing at that.,eng,spa
¿Qué número tiene el fax de este hotel?,spa,eng
He has extensive experience and his competence has branched out into several fields.,eng,spa
Layla was Sami's first crush.,eng,spa
Sabemos lo que queréis.,spa,spa
The baby seems to be sleeping soundly.,eng,spa
Amsterdam is the capital of the Netherlands.,eng,spa
Ella se casó en su adolescencia.,spa,spa
Apenas habíamos llegado a casa cuando empezó a llover.,spa,spa
Tengo una pluma.,spa,spa
Es lo que merecemos.,spa,spa
Tom era el alma de la fiesta.,spa,spa
"Sam is a philosopher, isn't he?",eng,eng
Solo quisiera desayunar en paz.,spa,spa
He thinks that he can win at the casino.,eng,spa
Mary told me she would go to Boston.,eng,spa
I know Tom didn't know I shouldn't have done that.,eng,spa
¿Estáis de broma?,spa,eng
Se puede contar con ese hombre.,spa,spa
¿Sabes lo que dijo Tom?,spa,eng
Nos perdimos en la jungla.,spa,spa
Mary says she hopes Tom does that.,eng,spa
No hables acerca de eso.,spa,spa
¿Acaso él trabajaba para los comunistas? Supongo que jamás lo sabremos.,spa,spa
I hope Mary likes the gift we bought her.,eng,spa
¿Me enseñas a jugar al ajedrez?,spa,eng
All the criminal charges were trumped-up and the three Taliban detainees had to be released.,eng,spa
He's a historian.,eng,spa
¿Te gusta surfear?,spa,eng
Mary told me that she was pleased.,eng,spa
Sami wasn't into Layla.,eng,spa
Había olvidado que Tom habla francés.,spa,spa
Sami was a very tough guy.,eng,spa
Vimos al sol hundirse bajo el horizonte.,spa,spa
Su nombre es Irina.,spa,spa
Tom parece estar muy contento.,spa,spa
No saldré para comer.,spa,spa
I think she was trying to pull a fast one.,eng,spa
Tengo un carro rosa.,spa,spa
The policemen had already left.,eng,spa
Am I required to get a visa?,eng,eng
Brasil se ha convertido en la sexta economía mundial.,spa,spa
Idleness often accounts for poverty.,eng,spa
You took some unnecessary risks.,eng,spa
Ese chico fue admitido en la escuela.,spa,spa
Quitaos la ropa.,spa,spa
Tom has taught French for thirty years.,eng,spa
It was determined that the plane crashed due to pilot error.,eng,spa
Mike dijo que vendría.,spa,spa
¿Qué dijiste que le habías regalado para su cumpleaños?,spa,eng
Mary wanted to turn herself in.,eng,spa
Sos mi esclava.,spa,spa
Tom is in Australia with Mary.,eng,spa
"I love the outdoors, but I hate bugs.",eng,spa
Tom thought that John was Mary's son.,eng,spa
I wouldn't mind if Tom didn't do that.,eng,spa
¿Sobre qué era la pelea?,spa,eng
Adoptó una postura detectivesca; creo que lee demasiadas novelas policíacas.,spa,spa
Tom said that he thought that Mary might not be allowed to do that by herself.,eng,spa
"It's interesting to observe American politics, especially during a presidential election.",eng,spa
Tom won't sing unless you ask him to.,eng,spa
The price is three hundred dollars.,eng,spa
Is there anything that will make him happy?,eng,spa
How in the world did you find me?,eng,eng
Me gusta echarme de espalda y ver las nubes pasar flotando.,spa,spa
Tom asked Mary if she wanted to do that.,eng,spa
Se le dijo al sospechoso que no salga de la ciudad.,spa,spa
You've defeated us.,eng,spa
No traduzcas inglés a japonés palabra por palabra.,spa,spa
Ni pensar en salir en esta lluvia.,spa,spa
Tom decidió comprarse un computador nuevo.,spa,spa
Estamos tratando de mejorar.,spa,spa
Ella lleva el pelo recogido.,spa,spa
Tom thinks Mary knows where John is.,eng,spa
Tom no sabe la diferencia entre famoso e infame.,spa,spa
They told me that they'd wait.,eng,spa
We can go shopping later.,eng,spa
Tom knew that Mary was from Boston.,eng,spa
No tengo nada.,spa,spa
Tom doesn't plan on staying here much longer.,eng,spa
Las ardillas pueden correr verdaderamente rápido.,spa,spa
El ejército le dejó el pueblo al enemigo.,spa,spa
Tom no entiende cómo usar una computadora.,spa,spa
Ahora los ángeles cantan.,spa,spa
The following people were put to the test.,eng,spa
Tom se metió en el coche.,spa,spa
Tom paid a lot of money for this guitar.,eng,spa
She is not ashamed of her misconduct.,eng,spa
¿Quién cuidará del bebé?,spa,eng
El conductor se sentó en el asiento delantero.,spa,spa
Tom is the person to talk to.,eng,spa
Mary went to the beauty salon to get a manicure.,eng,spa
No se puede ir de rositas.,spa,spa
"Sos la verdad de la milanesa, chabón.",spa,spa
There's something I need to know.,eng,spa
"It's been nice talking to you, but I really must go now.",eng,spa
You've never been happy.,eng,spa
They said that they'd never hurt anybody.,eng,spa
Estoy dejando de fumar.,spa,spa
I never doubted you.,eng,spa
Los girasoles son flores hermosas.,spa,spa
Ese fue el día más bonito de mi vida.,spa,spa
Tom really dislikes children.,eng,spa
El combate duró una semana.,spa,spa
The store carries earthenware.,eng,spa
I thought you came to see him.,eng,spa
Oftentimes code will start to smell.,eng,spa
I can produce several pieces a day if I'm lucky.,eng,spa
Mary no puede pasar las navidades sin el belén.,spa,spa
Tom and Mary are waiting for that to happen again.,eng,spa
Sami has fond memories of that pizza.,eng,spa
¿Sabes de quién es esto?,spa,eng
"Le voy a auscultar. Respire profundamente, por favor. Ahora contenga la respiración.",spa,spa
Kabyle is the most spoken Berber dialect in Algeria.,eng,spa
"Tom and Mary have been here at least once, haven't they?",eng,spa
¿Qué tipo de inhalador usas?,spa,eng
You've lost your umbrella.,eng,spa
It's completely devastating.,eng,spa
Viajar en tren me da sueño.,spa,spa
Se volverá más y más difícil vivir en la villa.,spa,spa
¿Cómo lo sabéis?,spa,eng
Tom is pretty weak.,eng,spa
Can you tuck me in?,eng,eng
"Che, esta vez te pasaste de la raya.",spa,spa
Debería ir a trabajar.,spa,spa
Yo frecuentemente estudio mientras escucho música.,spa,spa
I'm the only person here who can do that.,eng,spa
Tom odia trabajar tarde en un viernes.,spa,spa
¿Qué tal mañana por la noche a las nueve?,spa,eng
I will live in Sasayama next year.,eng,spa
That actually sounds quite interesting.,eng,spa
Aquella nube parece un conejo.,spa,spa
We’re here looking at the New York soundscape.,eng,spa
